Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Distance	pvalue	adj_pvalue	in_epidem	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Multiple sclerosis	Sessile serrated polyps	340	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.177218092754617	1.95426850101215e-22	7.37904830554587e-22	FALSE	TRUE	FALSE	570	211 _ 340	FALSE	FALSE
Ulcer	Sessile serrated polyps	569	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.225334728530163	5.45737672433252e-75	5.62430824766505e-74	TRUE	TRUE	FALSE	571	211 _ 569	TRUE	TRUE
Chronic lymphocytic leukemia	Sessile serrated polyps	204	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0389402303686022	0.020277361838999	0.028150505500734	FALSE	TRUE	FALSE	572	204 _ 211	FALSE	FALSE
Papillary thyroid cancer	Sessile serrated polyps	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.266735028368359	2.18131659185125e-65	1.96993127264092e-64	FALSE	TRUE	TRUE	573	193 _ 211	FALSE	FALSE
Human immunodeficiency virus infection	Sessile serrated polyps	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	-0.0495443505768345	0.00941377908069456	0.0135856185744455	FALSE	FALSE	FALSE	574	42 _ 211	FALSE	FALSE
Eosinophilic esophagitis	Sessile serrated polyps	530	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.150319860492945	9.9282141714996e-35	5.20785366121776e-34	FALSE	TRUE	FALSE	575	211 _ 530	FALSE	FALSE
Down syndrome	Sessile serrated polyps	758	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.136880783549214	4.48036696787008e-13	1.24202577970069e-12	FALSE	TRUE	FALSE	576	211 _ 758	FALSE	FALSE
Bipolar disorder	Sessile serrated polyps	296	211	mental disorders	neoplasms	#805462	#FFB6AD	-0.104162908634768	4.48067348251185e-08	9.81267492670094e-08	FALSE	TRUE	FALSE	577	211 _ 296	FALSE	FALSE
Breast cancer	Systemic lupus erythematosus	174	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	0.063056413931411	6.01302576345516e-09	1.38252245899914e-08	FALSE	TRUE	FALSE	578	174 _ 710	FALSE	FALSE
Chronic obstructive pulmonary disease	Systemic lupus erythematosus	496	710	diseases of the respiratory system	diseases of the musculoskeletal system and connective tissue	#00619C	#969A52	0.0561148775092831	5.84023103566781e-07	1.17071908174943e-06	TRUE	TRUE	FALSE	579	496 _ 710	TRUE	TRUE
Smoker	Systemic lupus erythematosus	305	710	mental disorders	diseases of the musculoskeletal system and connective tissue	#805462	#969A52	0.206579294811713	1.92682745940841e-07	3.97153142221592e-07	FALSE	TRUE	TRUE	580	305 _ 710	FALSE	TRUE
Idiopathic pulmonary fibrosis	Systemic lupus erythematosus	516	710	diseases of the respiratory system	diseases of the musculoskeletal system and connective tissue	#00619C	#969A52	0.154011285117582	6.81654744759085e-36	3.6633715117114e-35	TRUE	TRUE	FALSE	581	516 _ 710	TRUE	TRUE
Adenomatous polyps	Systemic lupus erythematosus	211	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.156349714708792	8.01061840234813e-06	1.50263420138265e-05	FALSE	TRUE	FALSE	582	211 _ 710	FALSE	FALSE
Parkinson's disease	Systemic lupus erythematosus	332	710	diseases of the nervous system and sense organs	diseases of the musculoskeletal system and connective tissue	#985396	#969A52	0.0677205213121835	5.40797567523367e-06	1.03436390644207e-05	FALSE	TRUE	FALSE	583	332 _ 710	FALSE	TRUE
Crohn's disease	Systemic lupus erythematosus	555	710	diseases of the digestive system	diseases of the musculoskeletal system and connective tissue	#FBAF5F	#969A52	0.0524575513618572	1.13100456574032e-06	2.22642696536746e-06	TRUE	TRUE	FALSE	584	555 _ 710	TRUE	TRUE
Chronic lymphocytic leukemia	Systemic lupus erythematosus	204	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.257647760853395	4.74463479180387e-17	1.53369006554251e-16	FALSE	TRUE	TRUE	585	204 _ 710	FALSE	FALSE
Papillary thyroid cancer	Systemic lupus erythematosus	193	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	0.107436796465189	2.81828786129546e-05	5.01792716767241e-05	FALSE	TRUE	FALSE	586	193 _ 710	FALSE	FALSE
Ulcer	Systemic lupus erythematosus	569	710	diseases of the digestive system	diseases of the musculoskeletal system and connective tissue	#FBAF5F	#969A52	0.185842977283571	1.61532596346339e-38	9.30937857890745e-38	TRUE	TRUE	FALSE	587	569 _ 710	TRUE	TRUE
Hyperplastic polyps	Systemic lupus erythematosus	211	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	0.165737596702189	8.7116600423941e-28	3.77792782036497e-27	TRUE	TRUE	FALSE	588	211 _ 710	TRUE	TRUE
Sessile serrated polyps	Systemic lupus erythematosus	211	710	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	0.101610769207095	9.44967869577819e-08	2.02394096271435e-07	TRUE	TRUE	FALSE	589	211 _ 710	TRUE	TRUE
Multiple sclerosis	Smoker	340	305	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	0.360987971222221	2.65929467868024e-29	1.21965556990779e-28	FALSE	TRUE	TRUE	590	305 _ 340	FALSE	TRUE
Parkinson's disease	Smoker	332	305	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	0.242657190754398	2.76449891825755e-66	2.54915900251959e-65	FALSE	TRUE	FALSE	591	305 _ 332	FALSE	FALSE
Human immunodeficiency virus infection	Smoker	42	305	infectious and parasitic diseases	mental disorders	#A1CE5E	#805462	0.1798642436702	6.26389412445992e-06	1.18513417991942e-05	TRUE	TRUE	TRUE	592	42 _ 305	TRUE	TRUE
Ulcer	Smoker	569	305	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.154104740724651	4.57988602014818e-29	2.08957299669261e-28	FALSE	TRUE	FALSE	593	305 _ 569	TRUE	TRUE
Crohn's disease	Smoker	555	305	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.0324978304626929	0.00221202765618777	0.00344792922921795	FALSE	TRUE	FALSE	594	305 _ 555	TRUE	TRUE
Chronic obstructive pulmonary disease	Smoker	496	305	diseases of the respiratory system	mental disorders	#00619C	#805462	-0.0429311948857487	0.000107040862657284	0.000183858422917218	FALSE	TRUE	FALSE	595	305 _ 496	FALSE	FALSE
Alagille syndrome	Smoker	759	305	congenital anomalies	mental disorders	#AEC6CC	#805462	0.168140789008413	2.42330011657115e-05	4.35002234040231e-05	TRUE	TRUE	FALSE	596	305 _ 759	TRUE	TRUE
Lymphocytic colitis	Smoker	558	305	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.0964635057608959	0.0160178053436993	0.0225951650258946	TRUE	TRUE	FALSE	597	305 _ 558	TRUE	TRUE
Adenomatous polyps	Smoker	211	305	neoplasms	mental disorders	#FFB6AD	#805462	-0.197945184309426	8.61927635903424e-14	2.4919096008297e-13	FALSE	TRUE	FALSE	598	211 _ 305	FALSE	FALSE
Hyperplastic polyps	Smoker	211	305	neoplasms	mental disorders	#FFB6AD	#805462	0.284552272349009	4.3413947955584e-88	5.00402873803836e-87	TRUE	TRUE	FALSE	599	211 _ 305	TRUE	TRUE
Eosinophilic esophagitis	Smoker	530	305	diseases of the digestive system	mental disorders	#FBAF5F	#805462	-0.22104041795883	5.13949673105458e-61	4.20766274430263e-60	FALSE	TRUE	TRUE	600	305 _ 530	FALSE	FALSE
Papillary thyroid cancer	Smoker	193	305	neoplasms	mental disorders	#FFB6AD	#805462	0.252681310074047	1.57146937071413e-31	7.69054284215405e-31	FALSE	TRUE	FALSE	601	193 _ 305	FALSE	FALSE
Bipolar disorder	Smoker	296	305	mental disorders	mental disorders	#805462	#805462	-0.271222916444752	5.75461169291094e-12	1.52297276223262e-11	FALSE	TRUE	TRUE	602	296 _ 305	FALSE	FALSE
Colorectal cancer	Smoker	153	305	neoplasms	mental disorders	#FFB6AD	#805462	0.163527154466076	5.69973224168245e-10	1.39079817373644e-09	FALSE	TRUE	FALSE	603	153 _ 305	FALSE	TRUE
Down syndrome	Smoker	758	305	congenital anomalies	mental disorders	#AEC6CC	#805462	0.122042982222424	0.00184094463541866	0.00289527378927602	FALSE	TRUE	FALSE	604	305 _ 758	FALSE	FALSE
Cardiomyopathy	Papillary thyroid cancer	425	193	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	-0.113372376438594	4.37487588866792e-06	8.41036189549127e-06	FALSE	TRUE	FALSE	605	193 _ 425	FALSE	FALSE
Bipolar disorder	Papillary thyroid cancer	296	193	mental disorders	neoplasms	#805462	#FFB6AD	-0.189607396995125	1.03249012950469e-13	2.95575605701344e-13	FALSE	TRUE	FALSE	606	193 _ 296	FALSE	FALSE
Ulcer	Papillary thyroid cancer	569	193	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.232543484277545	1.92185237134222e-72	1.8916209857256e-71	FALSE	TRUE	FALSE	607	193 _ 569	FALSE	TRUE
Human immunodeficiency virus infection	Papillary thyroid cancer	42	193	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	-0.0587268223524723	0.0223481137619467	0.0308784663335416	FALSE	TRUE	FALSE	608	42 _ 193	FALSE	FALSE
Chronic obstructive pulmonary disease	Papillary thyroid cancer	496	193	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.143137288223381	4.88173341849233e-41	2.9290400510954e-40	FALSE	TRUE	FALSE	609	193 _ 496	FALSE	FALSE
Colorectal cancer	Papillary thyroid cancer	153	193	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0518998236616644	0.013213972815127	0.0187608430892241	FALSE	TRUE	FALSE	610	153 _ 193	FALSE	TRUE
Facioscapulohumeral muscular dystrophy	Papillary thyroid cancer	359	193	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.136258267088136	1.03465131981617e-07	2.20524222909723e-07	FALSE	TRUE	FALSE	611	193 _ 359	TRUE	TRUE
Muscular dystrophy	Papillary thyroid cancer	359	193	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.114371610132777	8.2070188926003e-06	1.53076955173644e-05	FALSE	TRUE	FALSE	612	193 _ 359	FALSE	FALSE
Alagille syndrome	Papillary thyroid cancer	759	193	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.14610231244997	1.1242168182617e-08	2.53165535423458e-08	TRUE	TRUE	FALSE	613	193 _ 759	TRUE	TRUE
Eosinophilic esophagitis	Papillary thyroid cancer	530	193	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0544509160236479	2.21084856447541e-05	3.99320276800095e-05	FALSE	TRUE	FALSE	614	193 _ 530	TRUE	TRUE
Multiple sclerosis	Papillary thyroid cancer	340	193	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.0710447433729721	0.00280737571170294	0.00430693716891729	FALSE	TRUE	FALSE	615	193 _ 340	FALSE	FALSE
Hyperplastic polyps	Papillary thyroid cancer	211	193	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.226089904093416	6.74823189171317e-63	5.85292191796112e-62	FALSE	TRUE	FALSE	616	193 _ 211	FALSE	FALSE
Adenomatous polyps	Papillary thyroid cancer	211	193	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0479982842468031	0.0225870275393079	0.0311594269676121	FALSE	TRUE	FALSE	617	193 _ 211	FALSE	FALSE
Parkinson's disease	Papillary thyroid cancer	332	193	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.263458726885534	2.40811737829819e-88	2.81268109785228e-87	FALSE	TRUE	FALSE	618	193 _ 332	FALSE	TRUE
Crohn's disease	Papillary thyroid cancer	555	193	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.026950074918469	0.00956267035882957	0.013755171156543	FALSE	TRUE	FALSE	619	193 _ 555	FALSE	TRUE
Lymphocytic colitis	Papillary thyroid cancer	558	193	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0770148373876914	0.00272073202416489	0.00418133553187446	FALSE	TRUE	FALSE	620	193 _ 558	FALSE	FALSE
Sessile serrated polyps	Ulcerative colitis	211	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.218601060318738	6.42192701584697e-90	7.60217306200264e-89	TRUE	TRUE	FALSE	621	211 _ 556	TRUE	TRUE
Alagille syndrome	Ulcerative colitis	759	556	congenital anomalies	diseases of the digestive system	#AEC6CC	#FBAF5F	-0.153201846208025	1.73194750610287e-38	9.91624846631447e-38	FALSE	TRUE	FALSE	622	556 _ 759	FALSE	FALSE
Post-traumatic stress disorder	Ulcerative colitis	309	556	mental disorders	diseases of the digestive system	#805462	#FBAF5F	-0.122104862335343	5.86841153582502e-25	2.34736461433001e-24	FALSE	TRUE	FALSE	623	309 _ 556	FALSE	FALSE
Facioscapulohumeral muscular dystrophy	Ulcerative colitis	359	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	-0.0352631044952815	0.00298363203336858	0.00456136415572579	FALSE	TRUE	FALSE	624	359 _ 556	FALSE	FALSE
Glioblastoma	Ulcerative colitis	191	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.136232100303465	1.05262262440826e-49	7.62063982629454e-49	FALSE	TRUE	FALSE	625	191 _ 556	FALSE	FALSE
Amyotrophic lateral sclerosis	Ulcerative colitis	335	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	0.279406351822022	2.75678431174211e-127	5.03113136892935e-126	FALSE	TRUE	FALSE	626	335 _ 556	TRUE	TRUE
Ulcer	Ulcerative colitis	569	556	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.605670561845009	0	0	TRUE	TRUE	FALSE	627	556 _ 569	TRUE	TRUE
Asthma	Ulcerative colitis	493	556	diseases of the respiratory system	diseases of the digestive system	#00619C	#FBAF5F	-0.0423310132951076	0.000186397660065305	0.00031161135537635	FALSE	TRUE	FALSE	628	493 _ 556	FALSE	FALSE
Papillary thyroid cancer	Ulcerative colitis	193	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.0762846765564878	1.19008485954783e-11	3.08436194368018e-11	FALSE	TRUE	FALSE	629	193 _ 556	FALSE	FALSE
Myotonic dystrophy	Ulcerative colitis	359	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	-0.183880284662727	5.97597757742437e-55	4.552135963325e-54	FALSE	TRUE	FALSE	630	359 _ 556	FALSE	FALSE
Lymphocytic colitis	Ulcerative colitis	558	556	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.136634223057237	6.86120189310079e-31	3.32067008748966e-30	TRUE	TRUE	FALSE	631	556 _ 558	TRUE	TRUE
Chronic obstructive pulmonary disease	Ulcerative colitis	496	556	diseases of the respiratory system	diseases of the digestive system	#00619C	#FBAF5F	0.289567658629488	6.88983625067706e-214	2.20017721001459e-212	TRUE	TRUE	TRUE	632	496 _ 556	TRUE	TRUE
Down syndrome	Ulcerative colitis	758	556	congenital anomalies	diseases of the digestive system	#AEC6CC	#FBAF5F	-0.0455901583491908	0.000120827733558315	0.000205924308554638	FALSE	TRUE	FALSE	633	556 _ 758	FALSE	FALSE
Lung cancer	Ulcerative colitis	162	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	-0.116262775593326	5.0621294517157e-34	2.63953892839462e-33	FALSE	TRUE	FALSE	634	162 _ 556	FALSE	FALSE
Friedreich's ataxia	Ulcerative colitis	334	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	0.115600498592729	1.39538584050388e-26	5.79316585915354e-26	FALSE	TRUE	FALSE	635	334 _ 556	FALSE	FALSE
Huntington's disease	Ulcerative colitis	333	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	0.179326026078367	7.73332858822704e-63	6.64156455224205e-62	FALSE	TRUE	FALSE	636	333 _ 556	TRUE	TRUE
Bipolar disorder	Ulcerative colitis	296	556	mental disorders	diseases of the digestive system	#805462	#FBAF5F	0.0837261991596451	1.65804292545665e-12	4.49673561207439e-12	TRUE	TRUE	FALSE	637	296 _ 556	TRUE	TRUE
Borrelia burgdorferi infection	Ulcerative colitis	88	556	infectious and parasitic diseases	diseases of the digestive system	#A1CE5E	#FBAF5F	0.074403934510586	3.63853101292551e-13	1.01185814835643e-12	FALSE	TRUE	FALSE	638	88 _ 556	TRUE	TRUE
Human immunodeficiency virus infection	Ulcerative colitis	42	556	infectious and parasitic diseases	diseases of the digestive system	#A1CE5E	#FBAF5F	0.0681084319530883	9.46062727022921e-09	2.13595605379402e-08	TRUE	TRUE	FALSE	639	42 _ 556	TRUE	TRUE
Chronic lymphocytic leukemia	Ulcerative colitis	204	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	-0.135279981378861	2.71896975253206e-32	1.35330539955573e-31	FALSE	TRUE	FALSE	640	204 _ 556	FALSE	FALSE
Systemic lupus erythematosus	Ulcerative colitis	710	556	diseases of the musculoskeletal system and connective tissue	diseases of the digestive system	#969A52	#FBAF5F	0.113234634403322	1.14375328253094e-21	4.20978098948363e-21	TRUE	TRUE	FALSE	641	556 _ 710	TRUE	TRUE
Rheumatoid arthritis	Ulcerative colitis	714	556	diseases of the musculoskeletal system and connective tissue	diseases of the digestive system	#969A52	#FBAF5F	0.23246907566071	1.2923740205752e-87	1.47028524938165e-86	TRUE	TRUE	FALSE	642	556 _ 714	TRUE	TRUE
Keratoconus	Ulcerative colitis	371	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	0.138328299690748	1.26029820804555e-31	6.20236646206687e-31	FALSE	TRUE	FALSE	643	371 _ 556	TRUE	TRUE
Crohn's disease	Ulcerative colitis	555	556	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.81295472297967	0	0	TRUE	TRUE	TRUE	644	555 _ 556	TRUE	TRUE
Hyperplastic polyps	Ulcerative colitis	211	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.0226171645299833	0.02986035108756	0.0406174961998486	TRUE	FALSE	FALSE	645	211 _ 556	TRUE	TRUE
Coeliac disease	Ulcerative colitis	579	556	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.0538715266143391	5.67166838311452e-06	1.07897637357319e-05	TRUE	TRUE	FALSE	646	556 _ 579	TRUE	TRUE
Kaposi's sarcoma	Ulcerative colitis	176	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.366207661219995	2.22932960541559e-243	8.49083797540896e-242	TRUE	TRUE	TRUE	647	176 _ 556	TRUE	TRUE
Cardiomyopathy	Ulcerative colitis	425	556	diseases of the circulatory system	diseases of the digestive system	#DD3232	#FBAF5F	0.115723835913678	8.2203217045714e-23	3.13087035356719e-22	FALSE	TRUE	FALSE	648	425 _ 556	TRUE	TRUE
Colorectal cancer	Ulcerative colitis	153	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	0.242472552440318	2.59816421337256e-99	3.55623726705369e-98	TRUE	TRUE	FALSE	649	153 _ 556	TRUE	TRUE
Schizophrenia	Ulcerative colitis	295	556	mental disorders	diseases of the digestive system	#805462	#FBAF5F	0.0912074601654476	6.1018210206612e-15	1.83683684333306e-14	FALSE	TRUE	FALSE	650	295 _ 556	FALSE	TRUE
Familial dysautonomia	Ulcerative colitis	742	556	congenital anomalies	diseases of the digestive system	#AEC6CC	#FBAF5F	0.034865797287946	0.00215329825614049	0.00336837370067691	FALSE	TRUE	FALSE	651	556 _ 742	FALSE	FALSE
Breast cancer	Ulcerative colitis	174	556	neoplasms	diseases of the digestive system	#FFB6AD	#FBAF5F	-0.251106366288967	9.89826460826105e-163	2.62753933237475e-161	FALSE	TRUE	TRUE	652	174 _ 556	FALSE	FALSE
Eosinophilic esophagitis	Ulcerative colitis	530	556	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.101106644201079	3.56330695100729e-23	1.37509114056493e-22	TRUE	TRUE	FALSE	653	530 _ 556	TRUE	TRUE
Multiple sclerosis	Ulcerative colitis	340	556	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	0.115923395185439	3.93468730219725e-23	1.51174827926526e-22	TRUE	TRUE	FALSE	654	340 _ 556	TRUE	TRUE
Idiopathic pulmonary fibrosis	Ulcerative colitis	516	556	diseases of the respiratory system	diseases of the digestive system	#00619C	#FBAF5F	0.0785783715514808	7.30454238750497e-16	2.26907061399091e-15	TRUE	TRUE	FALSE	655	516 _ 556	TRUE	TRUE
Ischemia	Ulcerative colitis	414	556	diseases of the circulatory system	diseases of the digestive system	#DD3232	#FBAF5F	0.169501175064954	7.53852711944002e-47	5.07980750509958e-46	TRUE	TRUE	FALSE	656	414 _ 556	TRUE	TRUE
Familial pulmonary arterial hypertension	Ulcerative colitis	416	556	diseases of the circulatory system	diseases of the digestive system	#DD3232	#FBAF5F	0.0318964281244462	0.00723633660734978	0.0105650514467307	FALSE	TRUE	FALSE	657	416 _ 556	TRUE	TRUE
Autism	Ulcerative colitis	299	556	mental disorders	diseases of the digestive system	#805462	#FBAF5F	0.118605583855826	1.20418293462703e-23	4.68828555881457e-23	FALSE	TRUE	FALSE	658	299 _ 556	TRUE	TRUE
